profile_id,year,id,wtssps,age,sex,race,hispanic,degree,income16,hompop,class,region,partyid,polviews,relig,reborn,reliten,attend,consci,profile_basic,profile_detailed
p0412,2024,1738,0.9265869139641093,27,female,white,not hispanic,bachelor's,"$90,000 to $109,999",2,working class,south,"independent (neither, no response)","moderate, middle of the road",none,no,iap,less than once a year,a great deal,"You are simulating the response of a U.S. resident with the following characteristics: age 27; sex female; race white; highest educational degree: bachelor's; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 27 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $90,000 to $109,999.
- Household size: 2.
- Self-described social class: working class.
- Census region: south.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: a great deal."
p0413,2024,1061,2.5494258190904002,36,male,other,not hispanic,graduate,"$90,000 to $109,999",1,working class,west,"independent, close to democrat",slightly liberal,protestant,no,iap,several times a year,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 36; sex male; race other; highest educational degree: graduate; party identification: independent, close to democrat.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 36 years old.
- Sex: male.
- Race: other.
- Hispanic origin: not hispanic.
- Highest educational degree: graduate.
- Household income (GSS bracket): $90,000 to $109,999.
- Household size: 1.
- Self-described social class: working class.
- Census region: west.
- Party identification: independent, close to democrat.
- Political views (liberal-conservative): slightly liberal.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: several times a year.
- Confidence in the scientific community: iap."
p0414,2024,1851,1.2811351893464165,28,male,white,not hispanic,associate/junior college,"$75,000 to $89,999",1,middle class,south,not very strong republican,"moderate, middle of the road",protestant,no,iap,2-3 times a month,iap,You are simulating the response of a U.S. resident with the following characteristics: age 28; sex male; race white; highest educational degree: associate/junior college; party identification: not very strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 28 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: associate/junior college.
- Household income (GSS bracket): $75,000 to $89,999.
- Household size: 1.
- Self-described social class: middle class.
- Census region: south.
- Party identification: not very strong republican.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: 2-3 times a month.
- Confidence in the scientific community: iap."
p0415,2024,2766,1.8371856805489795,31,male,white,not hispanic,bachelor's,"$60,000 to $74,999",2,working class,midwest,"independent (neither, no response)","moderate, middle of the road",none,no,iap,never,a great deal,"You are simulating the response of a U.S. resident with the following characteristics: age 31; sex male; race white; highest educational degree: bachelor's; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 31 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $60,000 to $74,999.
- Household size: 2.
- Self-described social class: working class.
- Census region: midwest.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: a great deal."
p0416,2024,11,6.3528661572887515,23,female,white,"another hispanic, latino, or spanish origin",bachelor's,"$110,000 to $129,999",NA,working class,northeast,strong democrat,liberal,none,no,iap,never,only some,You are simulating the response of a U.S. resident with the following characteristics: age 23; sex female; race white; highest educational degree: bachelor's; party identification: strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 23 years old.
- Sex: female.
- Race: white.
- Hispanic origin: another hispanic, latino, or spanish origin.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $110,000 to $129,999.
- Self-described social class: working class.
- Census region: northeast.
- Party identification: strong democrat.
- Political views (liberal-conservative): liberal.
- Religion: not religious.
- Confidence in the scientific community: only some."
p0417,2024,1701,2.8219458911013797,49,male,white,not hispanic,graduate,"$170,000 or over",NA,upper class,south,not very strong democrat,slightly liberal,protestant,yes,iap,never,iap,You are simulating the response of a U.S. resident with the following characteristics: age 49; sex male; race white; highest educational degree: graduate; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 49 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: graduate.
- Household income (GSS bracket): $170,000 or over.
- Self-described social class: upper class.
- Census region: south.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): slightly liberal.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: never.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: iap."
p0418,2024,2179,0.3567334700198168,31,female,black,not hispanic,high school,"$60,000 to $74,999",NA,working class,south,"independent (neither, no response)","moderate, middle of the road",other,no,strong,never,hardly any,"You are simulating the response of a U.S. resident with the following characteristics: age 31; sex female; race black; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 31 years old.
- Sex: female.
- Race: black.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $60,000 to $74,999.
- Self-described social class: working class.
- Census region: south.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: other.
- Strength of religious affiliation: strong.
- Religious service attendance: never.
- Confidence in the scientific community: hardly any."
p0419,2024,2095,0.7842413909373054,77,male,white,"another hispanic, latino, or spanish origin",graduate,"$170,000 or over",2,middle class,south,not very strong democrat,slightly liberal,none,no,iap,never,iap,You are simulating the response of a U.S. resident with the following characteristics: age 77; sex male; race white; highest educational degree: graduate; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 77 years old.
- Sex: male.
- Race: white.
- Hispanic origin: another hispanic, latino, or spanish origin.
- Highest educational degree: graduate.
- Household income (GSS bracket): $170,000 or over.
- Household size: 2.
- Self-described social class: middle class.
- Census region: south.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): slightly liberal.
- Religion: not religious.
- Confidence in the scientific community: iap."
p0420,2024,681,0.656020385100448,44,female,white,"mexican, mexican american, chicano/a",bachelor's,"$75,000 to $89,999",2,middle class,south,"independent, close to democrat",liberal,protestant,yes,somewhat strong (vol.),every week,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 44; sex female; race white; highest educational degree: bachelor's; party identification: independent, close to democrat.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 44 years old.
- Sex: female.
- Race: white.
- Hispanic origin: mexican, mexican american, chicano/a.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $75,000 to $89,999.
- Household size: 2.
- Self-described social class: middle class.
- Census region: south.
- Party identification: independent, close to democrat.
- Political views (liberal-conservative): liberal.
- Religion: protestant.
- Strength of religious affiliation: somewhat strong (vol.).
- Religious service attendance: every week.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: only some."
p0421,2024,2355,1.4922357431767024,67,female,white,not hispanic,graduate,"$110,000 to $129,999",1,middle class,south,strong democrat,liberal,protestant,yes,iap,never,iap,You are simulating the response of a U.S. resident with the following characteristics: age 67; sex female; race white; highest educational degree: graduate; party identification: strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 67 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: graduate.
- Household income (GSS bracket): $110,000 to $129,999.
- Household size: 1.
- Self-described social class: middle class.
- Census region: south.
- Party identification: strong democrat.
- Political views (liberal-conservative): liberal.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: never.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: iap."
p0422,2024,233,1.0519926624957971,34,female,other,"another hispanic, latino, or spanish origin",high school,"$170,000 or over",NA,middle class,west,not very strong democrat,"moderate, middle of the road",none,no,iap,never,iap,You are simulating the response of a U.S. resident with the following characteristics: age 34; sex female; race other; highest educational degree: high school; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 34 years old.
- Sex: female.
- Race: other.
- Hispanic origin: another hispanic, latino, or spanish origin.
- Highest educational degree: high school.
- Household income (GSS bracket): $170,000 or over.
- Self-described social class: middle class.
- Census region: west.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: iap."
p0423,2024,1066,0.8603214719615383,38,male,white,not hispanic,bachelor's,"$170,000 or over",2,middle class,west,strong democrat,liberal,none,no,iap,less than once a year,a great deal,You are simulating the response of a U.S. resident with the following characteristics: age 38; sex male; race white; highest educational degree: bachelor's; party identification: strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 38 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $170,000 or over.
- Household size: 2.
- Self-described social class: middle class.
- Census region: west.
- Party identification: strong democrat.
- Political views (liberal-conservative): liberal.
- Religion: not religious.
- Confidence in the scientific community: a great deal."
p0424,2024,2600,0.22099773622092309,45,female,white,not hispanic,associate/junior college,"$75,000 to $89,999",1,working class,midwest,"independent (neither, no response)","moderate, middle of the road",catholic,no,iap,several times a year,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 45; sex female; race white; highest educational degree: associate/junior college; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 45 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: associate/junior college.
- Household income (GSS bracket): $75,000 to $89,999.
- Household size: 1.
- Self-described social class: working class.
- Census region: midwest.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: catholic.
- Strength of religious affiliation: iap.
- Religious service attendance: several times a year.
- Confidence in the scientific community: iap."
p0425,2024,2908,0.8503979277103617,60,female,white,not hispanic,high school,"$170,000 or over",2,middle class,west,"independent (neither, no response)","moderate, middle of the road",protestant,no,iap,never,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 60; sex female; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 60 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $170,000 or over.
- Household size: 2.
- Self-described social class: middle class.
- Census region: west.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: never.
- Confidence in the scientific community: only some."
p0426,2024,2899,3.11132202243989,60,male,black,not hispanic,high school,"$90,000 to $109,999",NA,lower class,west,"independent (neither, no response)",extremely liberal,none,no,no religion,never,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 60; sex male; race black; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 60 years old.
- Sex: male.
- Race: black.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $90,000 to $109,999.
- Self-described social class: lower class.
- Census region: west.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): extremely liberal.
- Religion: not religious.
- Confidence in the scientific community: only some."
p0427,2024,1175,7.603788244064179,18,male,white,not hispanic,high school,"$110,000 to $129,999",4,middle class,south,"independent (neither, no response)","moderate, middle of the road",catholic,no,iap,never,a great deal,"You are simulating the response of a U.S. resident with the following characteristics: age 18; sex male; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 18 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $110,000 to $129,999.
- Household size: 4.
- Self-described social class: middle class.
- Census region: south.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: catholic.
- Strength of religious affiliation: iap.
- Religious service attendance: never.
- Confidence in the scientific community: a great deal."
p0428,2024,604,5.61457383760267,53,male,white,not hispanic,high school,"$75,000 to $89,999",3,working class,northeast,"independent, close to republican","moderate, middle of the road",none,no,iap,never,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 53; sex male; race white; highest educational degree: high school; party identification: independent, close to republican.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 53 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $75,000 to $89,999.
- Household size: 3.
- Self-described social class: working class.
- Census region: northeast.
- Party identification: independent, close to republican.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: only some."
p0429,2024,33,2.33172711059524,31,male,other,"another hispanic, latino, or spanish origin",high school,"$90,000 to $109,999",NA,working class,northeast,not very strong democrat,don't know,protestant,no,not very strong,never,a great deal,You are simulating the response of a U.S. resident with the following characteristics: age 31; sex male; race other; highest educational degree: high school; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 31 years old.
- Sex: male.
- Race: other.
- Hispanic origin: another hispanic, latino, or spanish origin.
- Highest educational degree: high school.
- Household income (GSS bracket): $90,000 to $109,999.
- Self-described social class: working class.
- Census region: northeast.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): don't know.
- Religion: protestant.
- Strength of religious affiliation: not very strong.
- Religious service attendance: never.
- Confidence in the scientific community: a great deal."
p0430,2024,1600,1.4361128621173191,24,male,white,not hispanic,high school,"$170,000 or over",1,middle class,midwest,strong republican,conservative,protestant,yes,iap,every week,only some,You are simulating the response of a U.S. resident with the following characteristics: age 24; sex male; race white; highest educational degree: high school; party identification: strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 24 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $170,000 or over.
- Household size: 1.
- Self-described social class: middle class.
- Census region: midwest.
- Party identification: strong republican.
- Political views (liberal-conservative): conservative.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: every week.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: only some."
p0431,2024,1598,0.23873575761117488,36,female,black,not hispanic,associate/junior college,"$35,000 to $39,999",NA,working class,midwest,"independent (neither, no response)","moderate, middle of the road",protestant,yes,iap,several times a year,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 36; sex female; race black; highest educational degree: associate/junior college; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 36 years old.
- Sex: female.
- Race: black.
- Hispanic origin: not hispanic.
- Highest educational degree: associate/junior college.
- Household income (GSS bracket): $35,000 to $39,999.
- Self-described social class: working class.
- Census region: midwest.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: several times a year.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: only some."
p0432,2024,1340,0.7976177719872901,42,male,white,not hispanic,bachelor's,"$110,000 to $129,999",NA,middle class,west,"independent, close to democrat",liberal,none,no,iap,about once or twice a year,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 42; sex male; race white; highest educational degree: bachelor's; party identification: independent, close to democrat.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 42 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $110,000 to $129,999.
- Self-described social class: middle class.
- Census region: west.
- Party identification: independent, close to democrat.
- Political views (liberal-conservative): liberal.
- Religion: not religious.
- Confidence in the scientific community: iap."
p0433,2024,531,0.9141756969409911,75,male,white,not hispanic,high school,"$170,000 or over",2,middle class,west,not very strong democrat,"moderate, middle of the road",none,no,iap,never,iap,You are simulating the response of a U.S. resident with the following characteristics: age 75; sex male; race white; highest educational degree: high school; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 75 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $170,000 or over.
- Household size: 2.
- Self-described social class: middle class.
- Census region: west.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: iap."
p0434,2024,1107,1.0738829117602418,26,male,white,not hispanic,high school,"$60,000 to $74,999",2,working class,west,"independent (neither, no response)","moderate, middle of the road",none,no,iap,never,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 26; sex male; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 26 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $60,000 to $74,999.
- Household size: 2.
- Self-described social class: working class.
- Census region: west.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: only some."
p0435,2024,704,1.2595307755195981,23,female,white,"mexican, mexican american, chicano/a",high school,"$35,000 to $39,999",7,working class,south,"independent (neither, no response)","moderate, middle of the road",catholic,yes,iap,every week,a great deal,"You are simulating the response of a U.S. resident with the following characteristics: age 23; sex female; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 23 years old.
- Sex: female.
- Race: white.
- Hispanic origin: mexican, mexican american, chicano/a.
- Highest educational degree: high school.
- Household income (GSS bracket): $35,000 to $39,999.
- Household size: 7.
- Self-described social class: working class.
- Census region: south.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: catholic.
- Strength of religious affiliation: iap.
- Religious service attendance: every week.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: a great deal."
p0436,2024,1964,1.8233766435455299,41,female,white,not hispanic,bachelor's,"$110,000 to $129,999",NA,middle class,northeast,not very strong democrat,slightly liberal,none,no,no religion,several times a year,iap,You are simulating the response of a U.S. resident with the following characteristics: age 41; sex female; race white; highest educational degree: bachelor's; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 41 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $110,000 to $129,999.
- Self-described social class: middle class.
- Census region: northeast.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): slightly liberal.
- Religion: not religious.
- Confidence in the scientific community: iap."
p0437,2024,1586,0.7469304105535205,49,male,white,not hispanic,graduate,"$110,000 to $129,999",5,working class,midwest,"independent, close to republican",slightly conservative,protestant,no,not very strong,about once or twice a year,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 49; sex male; race white; highest educational degree: graduate; party identification: independent, close to republican.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 49 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: graduate.
- Household income (GSS bracket): $110,000 to $129,999.
- Household size: 5.
- Self-described social class: working class.
- Census region: midwest.
- Party identification: independent, close to republican.
- Political views (liberal-conservative): slightly conservative.
- Religion: protestant.
- Strength of religious affiliation: not very strong.
- Religious service attendance: about once or twice a year.
- Confidence in the scientific community: iap."
p0438,2024,2836,2.552599725392074,20,female,black,not hispanic,high school,"$5,000 to $5,999",NA,middle class,south,"independent (neither, no response)",extremely liberal,protestant,no,not very strong,2-3 times a month,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 20; sex female; race black; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 20 years old.
- Sex: female.
- Race: black.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $5,000 to $5,999.
- Self-described social class: middle class.
- Census region: south.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): extremely liberal.
- Religion: protestant.
- Strength of religious affiliation: not very strong.
- Religious service attendance: 2-3 times a month.
- Confidence in the scientific community: iap."
p0439,2024,2002,0.7355136069662116,62,male,white,not hispanic,bachelor's,"$60,000 to $74,999",NA,working class,northeast,"independent (neither, no response)",slightly conservative,none,no,iap,less than once a year,hardly any,"You are simulating the response of a U.S. resident with the following characteristics: age 62; sex male; race white; highest educational degree: bachelor's; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 62 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $60,000 to $74,999.
- Self-described social class: working class.
- Census region: northeast.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): slightly conservative.
- Religion: not religious.
- Confidence in the scientific community: hardly any."
p0440,2024,1073,4.43365584870103,54,male,white,not hispanic,high school,"$150,000 to $169,999",2,middle class,west,"independent (neither, no response)","moderate, middle of the road",none,no,iap,never,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 54; sex male; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 54 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $150,000 to $169,999.
- Household size: 2.
- Self-described social class: middle class.
- Census region: west.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: iap."
p0441,2024,3257,3.635565818829611,67,female,white,not hispanic,high school,"$75,000 to $89,999",NA,middle class,south,"independent, close to republican",conservative,catholic,no,iap,every week,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 67; sex female; race white; highest educational degree: high school; party identification: independent, close to republican.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 67 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $75,000 to $89,999.
- Self-described social class: middle class.
- Census region: south.
- Party identification: independent, close to republican.
- Political views (liberal-conservative): conservative.
- Religion: catholic.
- Strength of religious affiliation: iap.
- Religious service attendance: every week.
- Confidence in the scientific community: only some."
p0442,2024,2893,1.3172892409156518,52,female,white,"mexican, mexican american, chicano/a",less than high school,don't know,NA,working class,west,not very strong democrat,slightly liberal,catholic,no,iap,never,only some,You are simulating the response of a U.S. resident with the following characteristics: age 52; sex female; race white; highest educational degree: less than high school; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 52 years old.
- Sex: female.
- Race: white.
- Hispanic origin: mexican, mexican american, chicano/a.
- Highest educational degree: less than high school.
- Household income (GSS bracket): don't know.
- Self-described social class: working class.
- Census region: west.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): slightly liberal.
- Religion: catholic.
- Strength of religious affiliation: iap.
- Religious service attendance: never.
- Confidence in the scientific community: only some."
p0443,2024,2786,1.065484064103673,70,female,white,not hispanic,high school,"$30,000 to $34,999",1,working class,south,strong republican,conservative,catholic,yes,strong,every week,a great deal,You are simulating the response of a U.S. resident with the following characteristics: age 70; sex female; race white; highest educational degree: high school; party identification: strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 70 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $30,000 to $34,999.
- Household size: 1.
- Self-described social class: working class.
- Census region: south.
- Party identification: strong republican.
- Political views (liberal-conservative): conservative.
- Religion: catholic.
- Strength of religious affiliation: strong.
- Religious service attendance: every week.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: a great deal."
p0444,2024,2007,0.31671539085515,89,female,white,not hispanic,less than high school,"$20,000 to $22,499",1,lower class,northeast,"independent (neither, no response)",slightly conservative,protestant,don't know,not very strong,never,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 89; sex female; race white; highest educational degree: less than high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 89 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: less than high school.
- Household income (GSS bracket): $20,000 to $22,499.
- Household size: 1.
- Self-described social class: lower class.
- Census region: northeast.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): slightly conservative.
- Religion: protestant.
- Strength of religious affiliation: not very strong.
- Religious service attendance: never.
- Confidence in the scientific community: only some."
p0445,2024,1224,0.666673077654032,73,male,white,not hispanic,high school,"$30,000 to $34,999",2,working class,midwest,"independent (neither, no response)",conservative,protestant,no,iap,every week,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 73; sex male; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 73 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $30,000 to $34,999.
- Household size: 2.
- Self-described social class: working class.
- Census region: midwest.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): conservative.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: every week.
- Confidence in the scientific community: iap."
p0446,2024,2403,1.0743069634937097,36,male,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,south,"independent, close to republican",slightly conservative,none,no,iap,never,a great deal,"You are simulating the response of a U.S. resident with the following characteristics: age 36; sex male; race white; highest educational degree: bachelor's; party identification: independent, close to republican.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 36 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $170,000 or over.
- Self-described social class: middle class.
- Census region: south.
- Party identification: independent, close to republican.
- Political views (liberal-conservative): slightly conservative.
- Religion: not religious.
- Confidence in the scientific community: a great deal."
p0447,2024,1721,0.8882108636970869,47,male,white,not hispanic,high school,"$35,000 to $39,999",1,working class,south,strong republican,conservative,protestant,no,iap,less than once a year,a great deal,You are simulating the response of a U.S. resident with the following characteristics: age 47; sex male; race white; highest educational degree: high school; party identification: strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 47 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $35,000 to $39,999.
- Household size: 1.
- Self-described social class: working class.
- Census region: south.
- Party identification: strong republican.
- Political views (liberal-conservative): conservative.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: less than once a year.
- Confidence in the scientific community: a great deal."
p0448,2024,1401,0.6085856660387223,67,male,white,not hispanic,bachelor's,"$60,000 to $74,999",NA,middle class,midwest,not very strong republican,conservative,catholic,yes,strong,several times a week,a great deal,You are simulating the response of a U.S. resident with the following characteristics: age 67; sex male; race white; highest educational degree: bachelor's; party identification: not very strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 67 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $60,000 to $74,999.
- Self-described social class: middle class.
- Census region: midwest.
- Party identification: not very strong republican.
- Political views (liberal-conservative): conservative.
- Religion: catholic.
- Strength of religious affiliation: strong.
- Religious service attendance: several times a week.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: a great deal."
p0449,2024,2660,1.4025678464923323,18,female,white,not hispanic,high school,"$17,500 to $19,999",NA,working class,midwest,not very strong republican,conservative,none,no,iap,never,iap,You are simulating the response of a U.S. resident with the following characteristics: age 18; sex female; race white; highest educational degree: high school; party identification: not very strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 18 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $17,500 to $19,999.
- Self-described social class: working class.
- Census region: midwest.
- Party identification: not very strong republican.
- Political views (liberal-conservative): conservative.
- Religion: not religious.
- Confidence in the scientific community: iap."
