profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p07396,2021,341,1.2251747347251043,36,female,black or african american,not hispanic,high school,"under $1,000",3,lower class,midwest,central city of the remainder of the 100 largest smsas,not very strong democrat,conservative,none,NA,not available in this year,NA
p07397,2021,1186,0.30738339000768977,37,female,black or african american,"another hispanic, latino, or spanish origin",bachelor's,"$110,000 to $129,999",1,middle class,south,suburbs of 12 largest smsas,strong democrat,slightly liberal,none,yes,not available in this year,hardly any
p07398,2024,3295,0.8057158546047376,58,male,white,not hispanic,high school,"$110,000 to $129,999",2,middle class,northeast,not available in this year,strong republican,slightly liberal,none,no,NA,a great deal
p07399,2021,409,0.7102874729248599,30,female,white,"mexican, mexican american, chicano/a",associate/junior college,"$40,000 to $49,999",1,working class,south,central city of the remainder of the 100 largest smsas,not very strong democrat,liberal,catholic,no,not available in this year,hardly any
p07400,2022,3492,0.4542522301863186,54,male,white,not hispanic,bachelor's,"$22,500 to $24,999",2,working class,south,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,liberal,protestant,no,not very strong,NA
p07401,2022,2635,0.31959837893540927,25,female,white,not hispanic,high school,"$12,500 to $14,999",NA,lower class,midwest,suburbs of the remaining 100 largest smsas,"independent, close to republican",conservative,none,no,no religion,only some
p07402,2022,2122,0.4613930590385313,70,male,white,not hispanic,bachelor's,"$90,000 to $109,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",slightly conservative,catholic,no,NA,only some
p07403,2021,1933,0.24497523253740394,65,female,white,not hispanic,bachelor's,"$90,000 to $109,999",1,middle class,midwest,suburbs of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",protestant,NA,not available in this year,NA
p07404,2021,460,0.28220002895138374,61,male,white,not hispanic,bachelor's,"$8,000 to $9,999",1,lower class,west,central city of the remainder of the 100 largest smsas,"independent (neither, no response)",conservative,protestant,NA,not available in this year,NA
p07405,2018,1995,0.4706140517528913,51,male,white,not hispanic,less than high school,"$10,000 to $12,499",1,lower class,west,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,NA
p07406,2021,702,0.48871247762232006,55,female,white,not hispanic,graduate,"$90,000 to $109,999",NA,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican","moderate, middle of the road",protestant,yes,not available in this year,only some
p07407,2021,2960,0.5545493829472272,83,male,white,not hispanic,high school,"$20,000 to $22,499",1,working class,west,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,extremely liberal,protestant,no,not available in this year,a great deal
p07408,2018,123,0.4701627168555521,76,female,white,not hispanic,bachelor's,"$60,000 to $74,999",1,middle class,west,suburbs of 12 largest smsas,strong democrat,extremely liberal,protestant,no,not very strong,a great deal
p07409,2024,2086,1.0755555703452035,19,male,white,not hispanic,high school,"$130,000 to $149,999",NA,working class,midwest,not available in this year,strong republican,conservative,protestant,yes,NA,NA
p07410,2022,101,0.5255289800368815,25,male,black or african american,not hispanic,associate/junior college,"$50,000 to $59,999",NA,working class,northeast,central city of 12 largest smsas,not very strong democrat,"moderate, middle of the road",none,no,no religion,only some
p07411,2018,654,0.38105830108273614,28,male,black or african american,not hispanic,bachelor's,"$30,000 to $34,999",1,middle class,south,central city of 12 largest smsas,"independent, close to democrat",extremely liberal,none,yes,no religion,a great deal
p07412,2018,481,0.3972942411154117,51,female,asian,not hispanic,graduate,"$75,000 to $89,999",1,middle class,south,central city of 12 largest smsas,not very strong republican,slightly conservative,protestant,yes,strong,a great deal
p07413,2024,776,0.7860357328982566,19,male,black or african american,not hispanic,high school,"$1,000 to $2,999",3,middle class,northeast,not available in this year,"independent, close to democrat","moderate, middle of the road",protestant,no,somewhat strong (vol.),only some
p07414,2021,2924,1.406160647154041,57,female,black or african american,not hispanic,high school,"$75,000 to $89,999",2,middle class,west,suburbs of 12 largest smsas,strong democrat,"moderate, middle of the road",protestant,no,not available in this year,only some
p07415,2024,2953,1.052264671513718,43,female,white,not hispanic,bachelor's,"$90,000 to $109,999",3,working class,west,not available in this year,"independent (neither, no response)",slightly conservative,none,no,NA,only some
p07416,2018,1385,0.36721970497881135,41,female,white,not hispanic,bachelor's,"$50,000 to $59,999",1,middle class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,extremely liberal,protestant,NA,strong,a great deal
p07417,2018,2052,0.5064608500794375,81,female,white,not hispanic,high school,"$12,500 to $14,999",1,middle class,west,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",liberal,none,no,no religion,NA
p07418,2022,3259,0.5761278965847932,38,female,white,not hispanic,high school,"$8,000 to $9,999",5,lower class,south,suburbs of the remaining 100 largest smsas,"independent, close to republican",slightly conservative,catholic,no,NA,only some
p07419,2022,1574,1.1831973896892087,70,male,asian,not hispanic,associate/junior college,"$50,000 to $59,999",NA,middle class,west,suburbs of the remaining 100 largest smsas,"independent, close to democrat","moderate, middle of the road",catholic,no,NA,NA
p07420,2018,1174,0.44405834981143627,33,female,black or african american,not hispanic,bachelor's,"$130,000 to $149,999",4,middle class,midwest,suburbs of the remaining 100 largest smsas,not very strong democrat,"moderate, middle of the road",christian,no,not very strong,only some
p07421,2021,3058,0.6206642782299258,66,female,white,not hispanic,high school,"$50,000 to $59,999",1,working class,northeast,suburbs of 12 largest smsas,strong democrat,"moderate, middle of the road",catholic,NA,not available in this year,NA
p07422,2021,2317,0.5604651593001875,41,male,hispanic,"mexican, mexican american, chicano/a",high school,"$60,000 to $74,999",3,working class,west,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,no,not available in this year,a great deal
p07423,2021,2709,0.663777386388314,66,male,black or african american,not hispanic,associate/junior college,"$8,000 to $9,999",1,middle class,midwest,central city of 12 largest smsas,strong democrat,"moderate, middle of the road",protestant,NA,not available in this year,NA
p07424,2024,3305,0.6661295610001259,84,male,white,not hispanic,graduate,"$4,000 to $4,999",2,middle class,northeast,not available in this year,not very strong democrat,slightly liberal,catholic,no,NA,a great deal
p07425,2021,4370,0.5016386260122626,59,female,white,not hispanic,high school,"$25,000 to $29,999",1,middle class,northeast,"other rural (counties having no towns of 10,000 or more)",strong republican,extremely conservative,protestant,NA,not available in this year,NA
p07426,2018,990,0.857388593956982,57,male,white,not hispanic,high school,"$75,000 to $89,999",4,middle class,west,"other urban (counties having towns of 10,000 or more)",not very strong republican,slightly conservative,other,no,not very strong,only some
p07427,2022,827,0.529331286866791,32,female,white,not hispanic,bachelor's,"$90,000 to $109,999",4,middle class,south,suburbs of 12 largest smsas,not very strong republican,conservative,christian,no,not very strong,a great deal
p07428,2022,1224,0.23293192571157273,28,female,hispanic,"mexican, mexican american, chicano/a",bachelor's,"$35,000 to $39,999",2,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",slightly liberal,none,yes,no religion,NA
p07429,2021,2929,1.4315592923449505,63,female,white,not hispanic,high school,"$50,000 to $59,999",5,middle class,west,central city of the remainder of the 100 largest smsas,not very strong democrat,liberal,none,no,not available in this year,a great deal
p07430,2021,2086,0.9098995487127947,57,male,white,not hispanic,graduate,"$170,000 or over",3,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican",slightly conservative,protestant,yes,not available in this year,only some
p07431,2018,597,1.672290176815744,26,male,hispanic,"mexican, mexican american, chicano/a",high school,"$40,000 to $49,999",4,working class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican",slightly liberal,catholic,no,not very strong,NA
p07432,2018,1015,0.5713124683055792,50,female,white,not hispanic,bachelor's,"$90,000 to $109,999",1,middle class,northeast,suburbs of the remaining 100 largest smsas,not very strong democrat,"moderate, middle of the road",catholic,no,not very strong,only some
p07433,2024,1672,0.34106188685017513,80,female,white,not hispanic,graduate,refused,1,middle class,west,not available in this year,not very strong republican,"moderate, middle of the road",protestant,no,not very strong,NA
p07434,2018,1012,0.550541905727705,26,female,black or african american,not hispanic,high school,"$25,000 to $29,999",1,working class,northeast,suburbs of the remaining 100 largest smsas,not very strong republican,slightly liberal,none,no,no religion,only some
p07435,2024,759,0.40844573264276435,29,male,white,not hispanic,bachelor's,"$90,000 to $109,999",1,middle class,northeast,not available in this year,strong democrat,liberal,none,no,no religion,a great deal
p07436,2024,716,0.8550675083380649,37,male,white,not hispanic,bachelor's,"$35,000 to $39,999",NA,working class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,yes,NA,a great deal
p07437,2018,812,0.3760477103388524,39,male,white,not hispanic,bachelor's,"$35,000 to $39,999",1,working class,west,central city of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",none,no,no religion,a great deal
p07438,2024,2608,0.5933684704496596,29,female,black or african american,puerto rican,high school,"under $1,000",NA,working class,midwest,not available in this year,"independent (neither, no response)",slightly liberal,catholic,no,NA,only some
p07439,2022,3532,1.189950482993333,61,male,white,not hispanic,bachelor's,"$50,000 to $59,999",NA,working class,northeast,"other urban (counties having towns of 10,000 or more)",strong republican,slightly conservative,protestant,no,not very strong,only some
p07440,2021,4101,0.4369541992755218,69,female,white,not hispanic,graduate,"$75,000 to $89,999",2,middle class,midwest,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",protestant,yes,not available in this year,a great deal
p07441,2022,426,1.0584852729738556,62,male,white,not hispanic,high school,"$50,000 to $59,999",3,working class,midwest,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,yes,NA,only some
p07442,2022,2882,0.4632247658041995,30,female,white,"mexican, mexican american, chicano/a",high school,"$130,000 to $149,999",4,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,none,no,NA,a great deal
p07443,2024,531,0.9141756969409911,75,male,white,not hispanic,high school,"$170,000 or over",2,middle class,west,not available in this year,not very strong democrat,"moderate, middle of the road",none,no,NA,NA
p07444,2021,221,0.9320660356759869,59,female,white,"mexican, mexican american, chicano/a",high school,"$40,000 to $49,999",NA,middle class,south,central city of 12 largest smsas,not very strong democrat,slightly liberal,protestant,yes,not available in this year,only some
p07445,2021,3313,0.6851167473808178,84,male,white,not hispanic,graduate,"$170,000 or over",2,upper class,south,"other urban (counties having towns of 10,000 or more)",strong republican,slightly conservative,protestant,no,not available in this year,a great deal
p07446,2021,1011,0.6682828525777634,53,male,white,puerto rican,high school,"$17,500 to $19,999",2,lower class,northeast,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,no,not available in this year,only some
p07447,2022,594,0.2658290517930095,52,female,white,not hispanic,graduate,"$130,000 to $149,999",3,middle class,northeast,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",liberal,none,no,no religion,a great deal
p07448,2018,30,1.524319338278009,20,male,white,not hispanic,high school,"$110,000 to $129,999",4,middle class,northeast,suburbs of 12 largest smsas,"independent, close to republican",liberal,catholic,no,not very strong,a great deal
p07449,2022,1153,0.2625212875572349,75,male,white,not hispanic,high school,"$40,000 to $49,999",1,middle class,midwest,central city of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",catholic,yes,NA,NA
p07450,2021,1508,0.7755789157647806,45,male,black or african american,not hispanic,bachelor's,"$90,000 to $109,999",2,working class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",christian,yes,not available in this year,only some
p07451,2018,1877,0.4043257591982046,67,female,black or african american,not hispanic,high school,"$12,500 to $14,999",1,middle class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,extremely conservative,protestant,yes,strong,NA
p07452,2018,195,0.4902599917141574,57,male,white,not hispanic,less than high school,"$17,500 to $19,999",1,lower class,west,central city of 12 largest smsas,strong republican,extremely conservative,none,yes,no religion,a great deal
p07453,2021,1334,1.2699903771600438,24,male,black or african american,not hispanic,bachelor's,"$75,000 to $89,999",2,middle class,south,central city of 12 largest smsas,other party,slightly conservative,protestant,NA,not available in this year,NA
p07454,2022,885,0.29046262780429066,35,female,black or african american,not hispanic,bachelor's,"$75,000 to $89,999",1,middle class,northeast,suburbs of 12 largest smsas,not very strong democrat,slightly liberal,protestant,no,somewhat strong (vol.),a great deal
p07455,2024,1822,0.3806124549869814,45,male,black or african american,not hispanic,bachelor's,"$50,000 to $59,999",NA,working class,south,not available in this year,not very strong democrat,"moderate, middle of the road",protestant,yes,NA,NA
p07456,2022,2034,0.3894512622917121,54,female,white,not hispanic,graduate,"$90,000 to $109,999",3,middle class,northeast,"other urban (counties having towns of 10,000 or more)",strong democrat,extremely liberal,none,no,NA,a great deal
p07457,2022,1180,0.7473631123738751,55,male,white,not hispanic,bachelor's,"$110,000 to $129,999",2,middle class,west,central city of 12 largest smsas,not very strong democrat,slightly conservative,catholic,no,not very strong,a great deal
p07458,2021,381,0.7703809124622584,89,male,white,not hispanic,high school,"$25,000 to $29,999",1,working class,northeast,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",slightly liberal,catholic,no,not available in this year,a great deal
p07459,2024,3094,1.2877220524533284,71,female,white,not hispanic,associate/junior college,"$40,000 to $49,999",NA,middle class,midwest,not available in this year,"independent, close to republican","moderate, middle of the road",none,no,NA,only some
p07460,2022,2360,0.9246369384090101,54,female,black or african american,"another hispanic, latino, or spanish origin",associate/junior college,"$60,000 to $74,999",NA,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",none,no,no religion,a great deal
p07461,2021,3292,1.231264659268676,42,female,black or african american,not hispanic,high school,"$60,000 to $74,999",2,middle class,south,suburbs of 12 largest smsas,not very strong democrat,extremely liberal,none,no,not available in this year,a great deal
p07462,2024,693,0.32720846858349273,70,female,white,not hispanic,high school,"$110,000 to $129,999",NA,working class,south,not available in this year,"independent, close to democrat","moderate, middle of the road",protestant,yes,NA,hardly any
p07463,2021,2688,1.0060957177826,40,male,white,"another hispanic, latino, or spanish origin",high school,"$110,000 to $129,999",4,working class,west,"other urban (counties having towns of 10,000 or more)",not very strong democrat,conservative,protestant,NA,not available in this year,NA
p07464,2021,1604,0.6151506859800749,48,male,white,not hispanic,bachelor's,"$170,000 or over",6,middle class,south,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,no,not available in this year,only some
p07465,2024,484,0.7383878997488562,47,male,white,not hispanic,graduate,"$130,000 to $149,999",NA,middle class,south,not available in this year,"independent, close to democrat",slightly liberal,protestant,no,NA,a great deal
p07466,2021,393,1.656094875109982,56,female,white,not hispanic,high school,"$20,000 to $22,499",4,working class,south,suburbs of the remaining 100 largest smsas,"independent, close to democrat","moderate, middle of the road",protestant,yes,not available in this year,a great deal
p07467,2024,1510,0.2769728758411344,26,female,black or african american,not hispanic,high school,"$12,500 to $14,999",1,working class,midwest,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,no,not very strong,NA
p07468,2024,3058,0.7786819225670064,37,male,white,not hispanic,bachelor's,"$60,000 to $74,999",NA,working class,south,not available in this year,"independent, close to republican",slightly conservative,protestant,yes,strong,NA
p07469,2021,4349,0.47686806195818426,63,female,white,not hispanic,high school,"$25,000 to $29,999",1,lower class,midwest,"other rural (counties having no towns of 10,000 or more)",strong republican,"moderate, middle of the road",protestant,no,not available in this year,only some
p07470,2024,1716,0.32458892032483794,64,female,black or african american,not hispanic,high school,"$30,000 to $34,999",1,working class,south,not available in this year,not very strong democrat,"moderate, middle of the road",protestant,yes,NA,NA
p07471,2024,1480,0.6925909446128212,82,female,white,not hispanic,high school,"$40,000 to $49,999",2,middle class,west,not available in this year,not very strong republican,conservative,protestant,no,strong,a great deal
p07472,2024,723,1.0327413378527117,23,female,black or african american,not hispanic,high school,"$25,000 to $29,999",NA,middle class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,a great deal
p07473,2024,1048,0.23276630207381535,53,male,black or african american,not hispanic,graduate,"$90,000 to $109,999",1,middle class,midwest,not available in this year,strong democrat,liberal,other,no,NA,hardly any
p07474,2018,2119,1.6975244282536597,20,female,white,not hispanic,less than high school,"$10,000 to $12,499",4,working class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,no,not very strong,only some
p07475,2022,923,0.2582797663924529,48,female,black or african american,not hispanic,high school,"$10,000 to $12,499",NA,lower class,south,central city of 12 largest smsas,strong republican,slightly conservative,protestant,yes,NA,only some
p07476,2022,2603,0.6749342026622405,56,male,white,not hispanic,high school,"$130,000 to $149,999",NA,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",protestant,yes,not very strong,only some
p07477,2021,792,0.7096949976784409,32,male,white,not hispanic,graduate,"$50,000 to $59,999",4,working class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",christian,yes,not available in this year,only some
p07478,2021,693,1.1352561439594753,59,female,hispanic,"another hispanic, latino, or spanish origin",bachelor's,"$50,000 to $59,999",4,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,slightly conservative,protestant,yes,not available in this year,a great deal
p07479,2024,1650,0.7170370468968024,22,male,white,not hispanic,high school,"$60,000 to $74,999",2,lower class,midwest,not available in this year,"independent (neither, no response)",conservative,protestant,no,NA,hardly any
p07480,2024,395,0.23092943895848891,78,male,black or african american,not hispanic,associate/junior college,"$90,000 to $109,999",1,middle class,midwest,not available in this year,"independent, close to democrat",liberal,none,no,no religion,only some
p07481,2024,2108,0.33466859002583055,79,female,white,not hispanic,high school,"$25,000 to $29,999",1,middle class,south,not available in this year,not very strong republican,slightly conservative,protestant,no,NA,a great deal
p07482,2018,1406,0.35155264833386507,74,female,black or african american,not hispanic,graduate,"$75,000 to $89,999",1,middle class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly liberal,protestant,yes,strong,NA
p07483,2022,1089,0.13874054174412023,34,female,black or african american,puerto rican,associate/junior college,"$40,000 to $49,999",NA,working class,south,central city of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",christian,yes,not very strong,NA
p07484,2024,493,0.6891520659253636,36,male,black or african american,not hispanic,high school,"$50,000 to $59,999",NA,working class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,yes,NA,only some
p07485,2022,2141,2.6036312440744047,73,male,white,not hispanic,high school,"$60,000 to $74,999",NA,working class,south,"other rural (counties having no towns of 10,000 or more)","independent, close to republican",slightly conservative,protestant,yes,NA,only some
p07486,2021,4391,1.685438161254417,76,male,white,not hispanic,associate/junior college,"$90,000 to $109,999",3,middle class,northeast,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,yes,not available in this year,only some
p07487,2021,1593,0.9647367168187907,44,female,white,not hispanic,high school,"$110,000 to $129,999",3,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican",conservative,protestant,no,not available in this year,hardly any
p07488,2022,2657,0.5741376092525707,66,female,white,not hispanic,high school,"$60,000 to $74,999",2,working class,midwest,suburbs of the remaining 100 largest smsas,strong democrat,liberal,protestant,no,not very strong,NA
p07489,2024,1363,0.7964353191476368,32,male,white,not hispanic,graduate,"$170,000 or over",3,middle class,south,not available in this year,not very strong democrat,liberal,none,no,NA,NA
p07490,2022,1316,0.7434499667317769,20,female,white,not hispanic,high school,"$10,000 to $12,499",2,working class,midwest,central city of the remainder of the 100 largest smsas,not very strong democrat,liberal,none,no,no religion,a great deal
p07491,2022,2502,0.2551979650219136,59,female,black or african american,not hispanic,high school,refused,NA,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",protestant,yes,strong,only some
p07492,2021,2464,0.32087572278416643,33,female,white,not hispanic,bachelor's,"$25,000 to $29,999",3,working class,west,suburbs of the remaining 100 largest smsas,other party,"moderate, middle of the road",none,yes,not available in this year,hardly any
p07493,2022,2145,0.26676645847618,34,female,white,not hispanic,less than high school,"$30,000 to $34,999",NA,lower class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",catholic,yes,NA,only some
p07494,2024,2687,0.2110766915550063,73,female,white,not hispanic,bachelor's,"$60,000 to $74,999",NA,middle class,midwest,not available in this year,"independent, close to republican","moderate, middle of the road",protestant,no,strong,NA
p07495,2021,356,0.6981643286484837,49,male,white,not hispanic,bachelor's,"$170,000 or over",4,middle class,south,suburbs of the remaining 100 largest smsas,not very strong republican,"moderate, middle of the road",protestant,NA,not available in this year,NA
p07496,2021,1384,0.6525373981403508,57,male,white,not hispanic,high school,"$8,000 to $9,999",1,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican",conservative,protestant,NA,not available in this year,NA
p07497,2022,164,0.9100591606824429,55,female,white,not hispanic,graduate,"$170,000 or over",NA,middle class,northeast,central city of 12 largest smsas,strong republican,extremely conservative,catholic,no,not very strong,NA
p07498,2024,1305,0.7015097810091461,44,female,white,not hispanic,graduate,"$170,000 or over",NA,upper class,west,not available in this year,"independent, close to democrat",slightly liberal,protestant,no,NA,a great deal
p07499,2022,1471,0.8207497209464143,60,male,white,not hispanic,high school,"$90,000 to $109,999",NA,middle class,midwest,suburbs of the remaining 100 largest smsas,not very strong republican,slightly conservative,protestant,yes,NA,a great deal
p07500,2018,357,0.2839956963924183,34,female,black or african american,not hispanic,less than high school,"$12,500 to $14,999",1,upper class,south,suburbs of 12 largest smsas,strong democrat,conservative,protestant,yes,not very strong,only some
p07501,2024,1885,0.4839560710287828,34,female,white,not hispanic,bachelor's,"$90,000 to $109,999",NA,middle class,midwest,not available in this year,"independent, close to democrat",slightly liberal,protestant,yes,NA,only some
p07502,2021,4031,1.011594045648643,63,female,asian,not hispanic,graduate,"$170,000 or over",3,middle class,west,central city of the remainder of the 100 largest smsas,strong democrat,extremely liberal,buddhism,NA,not available in this year,NA
p07503,2022,3295,0.4903388870062715,36,female,black or african american,not hispanic,high school,"$30,000 to $34,999",4,upper class,midwest,"other rural (counties having no towns of 10,000 or more)",strong democrat,conservative,protestant,no,strong,NA
p07504,2022,375,0.2500718593783916,40,female,black or african american,not hispanic,less than high school,"under $1,000",NA,lower class,midwest,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",conservative,none,yes,NA,hardly any
p07505,2024,920,1.2882471855392281,20,female,black or african american,"mexican, mexican american, chicano/a",high school,"$22,500 to $24,999",3,working class,south,not available in this year,"independent, close to democrat",liberal,christian,yes,NA,NA
p07506,2018,1458,0.9408182880894722,48,female,black or african american,not hispanic,high school,"$75,000 to $89,999",2,working class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",protestant,yes,somewhat strong (vol.),only some
p07507,2022,1473,0.5965588195950623,33,male,white,not hispanic,high school,"$50,000 to $59,999",NA,lower class,midwest,suburbs of the remaining 100 largest smsas,not very strong republican,slightly conservative,none,no,no religion,NA
p07508,2021,1044,0.4567472397643801,49,male,white,not hispanic,graduate,"$170,000 or over",1,upper class,northeast,"other urban (counties having towns of 10,000 or more)",other party,conservative,none,no,not available in this year,a great deal
p07509,2024,1919,0.49662789838111954,74,male,white,not hispanic,high school,"$35,000 to $39,999",2,middle class,south,not available in this year,strong republican,conservative,protestant,yes,NA,only some
p07510,2021,4240,1.1700620763175977,54,male,white,not hispanic,high school,"$60,000 to $74,999",3,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,NA,not available in this year,NA
p07511,2022,2454,0.6929725166152199,64,female,black or african american,not hispanic,less than high school,"$17,500 to $19,999",3,lower class,south,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,only some
p07512,2022,747,0.5789633021576481,83,male,white,not hispanic,bachelor's,"$130,000 to $149,999",2,middle class,south,suburbs of the remaining 100 largest smsas,strong republican,conservative,protestant,no,NA,only some
p07513,2022,2368,0.49672788798120043,50,female,white,not hispanic,bachelor's,"$75,000 to $89,999",NA,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,conservative,protestant,yes,strong,NA
p07514,2024,2669,0.5847038359046189,71,male,white,not hispanic,high school,"$90,000 to $109,999",NA,middle class,midwest,not available in this year,not very strong republican,slightly conservative,catholic,no,strong,hardly any
p07515,2021,1228,1.2250116798936508,44,female,white,not hispanic,high school,"$30,000 to $34,999",3,working class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",inter-nondenominational,NA,not available in this year,NA
p07516,2022,2432,0.29058226313364843,60,female,white,not hispanic,high school,"$1,000 to $2,999",NA,lower class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",protestant,no,NA,NA
p07517,2018,596,0.6000392112875048,64,male,white,not hispanic,high school,"$90,000 to $109,999",2,middle class,south,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,no,not very strong,only some
p07518,2021,405,0.27338753593576604,64,female,white,not hispanic,graduate,"$90,000 to $109,999",1,middle class,south,suburbs of the remaining 100 largest smsas,not very strong republican,"moderate, middle of the road",protestant,NA,not available in this year,NA
p07519,2022,1024,0.18668530717630513,53,female,black or african american,not hispanic,graduate,"$75,000 to $89,999",1,working class,south,central city of 12 largest smsas,strong democrat,"moderate, middle of the road",protestant,yes,NA,NA
p07520,2022,3032,0.40877282125251047,33,female,white,"mexican, mexican american, chicano/a",bachelor's,"$60,000 to $74,999",NA,working class,west,central city of the remainder of the 100 largest smsas,strong democrat,liberal,none,no,NA,a great deal
p07521,2018,11,0.32246882859031,59,male,white,not hispanic,graduate,"$150,000 to $169,999",2,middle class,northeast,suburbs of the remaining 100 largest smsas,strong republican,conservative,catholic,no,not very strong,NA
p07522,2024,1396,0.6180474608075852,38,male,white,not hispanic,high school,"$110,000 to $129,999",NA,working class,midwest,not available in this year,strong republican,slightly conservative,protestant,no,NA,only some
p07523,2021,27,0.7189577742836765,33,female,black or african american,"another hispanic, latino, or spanish origin",bachelor's,"$8,000 to $9,999",2,lower class,northeast,suburbs of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",protestant,no,not available in this year,a great deal
p07524,2022,593,0.6211821277357925,51,female,white,not hispanic,graduate,"$130,000 to $149,999",NA,middle class,northeast,"other rural (counties having no towns of 10,000 or more)",strong democrat,liberal,jewish,no,NA,a great deal
p07525,2022,1301,0.32872232124811196,56,female,white,not hispanic,high school,"$15,000 to $17,499",NA,lower class,midwest,central city of the remainder of the 100 largest smsas,strong democrat,"moderate, middle of the road",none,no,NA,only some
p07526,2024,513,0.8121892090241676,49,female,asian,not hispanic,bachelor's,"$170,000 or over",NA,middle class,south,not available in this year,not very strong democrat,slightly liberal,none,no,NA,a great deal
p07527,2022,1566,0.5364452931367685,32,female,white,not hispanic,associate/junior college,"$130,000 to $149,999",2,middle class,south,suburbs of the remaining 100 largest smsas,not very strong democrat,slightly liberal,none,no,no religion,only some
p07528,2021,1165,0.8437235115447943,48,female,white,not hispanic,graduate,"$170,000 or over",5,middle class,south,suburbs of the remaining 100 largest smsas,strong democrat,extremely liberal,none,NA,not available in this year,NA
p07529,2021,1361,0.5624823410298632,44,female,white,not hispanic,bachelor's,"$110,000 to $129,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",none,NA,not available in this year,NA
p07530,2018,49,0.751403622961008,75,male,white,not hispanic,bachelor's,"$110,000 to $129,999",1,middle class,northeast,suburbs of 12 largest smsas,not very strong republican,conservative,protestant,no,strong,a great deal
p07531,2021,1984,0.24497523253740394,56,female,white,not hispanic,bachelor's,"$60,000 to $74,999",1,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong republican,slightly conservative,catholic,no,not available in this year,only some
p07532,2021,759,1.3801313926485144,43,male,white,not hispanic,associate/junior college,"$150,000 to $169,999",4,middle class,west,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,NA,not available in this year,NA
